Nitrogen;Phosphorus;Potassium;Temperature;Humidity;pH_Value;Rainfall;Crop
16;75;21;1.850.692.825;2.361.670.065;5.679.224.346;870.513.289;KidneyBeans
17;77;23;2.451.324.787;2.081.527.638;5.670.062.975;6.419.497.947;KidneyBeans
37;72;18;1.887.614.998;2.454.038.287;5.724.242.065;1.054.120.514;KidneyBeans
40;73;20;2.159.343.016;2.031.871.249;5.811.314.232;6.113.872.036;KidneyBeans
9;77;17;2.012.373.284;2.445.202.552;5.783.425.416;106.158.201;KidneyBeans
1;62;23;1.543.546.065;1.837.477.907;5.607.808.432;1.390.302.034;KidneyBeans
33;59;22;2.264.236.876;2.159.396.123;5.946.999.529;1.223.886.015;KidneyBeans
23;59;19;2.198.560.799;2.487.304.788;5.852.046.999;1.295.650.601;KidneyBeans
6;62;22;2.053.052.663;1.809.224.048;5.824.090.984;1.204.509.288;KidneyBeans
25;63;20;1.578.601.387;2.114.544.088;5.502.999.119;9.517.028.129;KidneyBeans
7;79;23;196.365.349;1.968.751.084;5.821.649.914;9.665.888.933;KidneyBeans
8;72;17;2.057.341.244;197.520.218;5.711.439.256;8.787.869.161;KidneyBeans
27;64;15;2.016.080.524;2.484.207.559;5.514.927.264;1.382.362.122;KidneyBeans
28;66;23;2.153.989.176;2.425.386.207;599.616.119;1.206.913.038;KidneyBeans
32;57;18;1.553.834.801;2.375.560.241;5.695.422.863;1.073.850.593;KidneyBeans
27;56;22;1.991.853.092;2.070.099.804;5.833.010.958;1.086.434.544;KidneyBeans
17;77;24;2.076.952.209;1.893.146.941;5.568.456.899;1.090.193.712;KidneyBeans
0;65;15;2.346.168.338;2.322.197.648;5.645.435.626;9.584.253.438;KidneyBeans
13;72;21;2.432.116.642;210.278.674;5.821.194.486;6.027.552.528;KidneyBeans
34;60;23;2.012.574.053;2.496.969.858;5.659.254.981;1.000.497.183;KidneyBeans
9;80;19;2.180.619.564;1.857.086.554;5.945.465.949;1.250.972.687;KidneyBeans
11;72;20;1.952.226.241;2.492.607.153;5.951.177.452;113.334.026;KidneyBeans
3;67;24;1.700.067.625;1.990.790.546;5.520.880.014;1.032.926.407;KidneyBeans
35;69;23;1.678.791.503;2.496.881.755;5.578.410.206;7.545.328.039;KidneyBeans
3;77;25;2.484.906.168;2.289.464.642;5.608.165.195;6.221.292.186;KidneyBeans
23;62;19;1.651.783.455;204.555.596;5.609.435.128;9.877.794.225;KidneyBeans
22;71;17;1.815.300.153;1.938.602.098;5.509.295.379;1.076.907.964;KidneyBeans
31;79;25;2.318.864.385;223.104.551;5.902.033.406;6.338.208.822;KidneyBeans
34;59;18;2.338.002.569;2.198.879.437;5.744.117.663;8.766.898.664;KidneyBeans
12;63;17;18.358.923;1.937.703.396;5.717.143.397;138.414.764;KidneyBeans
27;56;20;1.925.975.367;2.051.346.956;5.542.690.119;949.533.526;KidneyBeans
7;63;24;2.295.458.237;2.403.553.105;5.858.617.867;1.077.315.386;KidneyBeans
24;67;22;20.120.043;2.289.845.607;5.618.844.277;1.046.252.153;KidneyBeans
11;71;24;2.114.011.423;227.182.355;5.606.620.346;1.416.056.722;KidneyBeans
37;74;15;2.492.360.104;1.822.590.825;5.582.178.402;627.089.169;KidneyBeans
25;76;24;1.533.042.636;2.491.506.728;556.503.533;1.353.315.583;KidneyBeans
34;66;17;1.881.097.271;2.127.833.035;5.889.614.577;125.084.915;KidneyBeans
20;69;15;2.344.260.668;2.277.255.917;5.934.136.378;1.074.137.246;KidneyBeans
37;65;16;228.352.024;1.897.267.518;5.683.548.308;6.359.276.673;KidneyBeans
18;74;15;249.035.819;2.227.512.704;570.836.603;1.464.727.237;KidneyBeans
4;67;25;2.378.709.569;2.435.679.348;5.948.164.454;1.196.404.412;KidneyBeans
37;56;25;2.205.592.283;1.960.379.304;5.774.755.144;1.267.265.372;KidneyBeans
5;59;15;1.887.492.997;2.018.238.348;597.229.163;1.341.811.718;KidneyBeans
11;61;21;1.862.328.774;2.302.410.338;5.532.100.554;1.353.378.033;KidneyBeans
22;80;20;2.300.884.744;1.886.880.997;5.669.560.726;100.118.612;KidneyBeans
12;61;19;1.933.162.606;2.413.995.025;5.655.726.817;6.851.253.427;KidneyBeans
5;74;21;1.624.469.193;2.135.793.891;5.591.704.014;6.697.053.257;KidneyBeans
27;69;22;1.791.652.287;2.490.814.655;5.932.323.085;6.914.681.022;KidneyBeans
31;75;18;1.546.789.263;2.143.780.702;5.824.208.309;8.888.796.102;KidneyBeans
36;68;20;1.706.104.474;2.377.201.471;586.442.953;8.183.420.522;KidneyBeans
5;65;16;2.132.776.028;1.848.522.915;5.866.744.372;1.091.013.261;KidneyBeans
32;79;15;2.390.910.104;2.074.619.325;5.706.198.621;8.160.211.243;KidneyBeans
11;78;22;2.389.756.791;2.274.378.977;5.940.546.818;1.126.616.435;KidneyBeans
0;55;22;2.298.666.928;2.057.940.608;5.916.779.289;1.438.584.938;KidneyBeans
14;59;15;2.135.135.729;2.291.244.883;5.779.090.476;1.464.548.645;KidneyBeans
29;68;23;241.638.445;1.927.907.819;582.738.029;1.167.324.324;KidneyBeans
32;68;19;2.462.835.037;1.818.325.169;5.514.234.138;1.497.441.028;KidneyBeans
17;64;17;2.102.213.209;2.493.896.255;5.662.699.104;1.246.118.471;KidneyBeans
13;69;19;1.730.844.532;2.001.730.914;586.390.397;115.199.245;KidneyBeans
14;67;22;2.382.576.704;2.475.485.098;5.624.690.248;8.464.143.632;KidneyBeans
9;69;20;1.930.607.278;2.396.362.799;5.591.560.999;1.293.449.326;KidneyBeans
20;73;22;1.603.768.615;2.233.195.853;5.976.312.538;1.303.900.798;KidneyBeans
40;78;20;1.918.572.809;2.083.398.341;5.669.236.258;8.015.293.435;KidneyBeans
27;72;23;1.992.889.503;2.179.992.115;5.961.934.481;6.402.640.797;KidneyBeans
14;67;15;1.956.376.468;2.467.385.131;5.690.065.688;1.392.921.004;KidneyBeans
7;56;18;1.831.357.543;2.432.991.649;5.698.371.311;7.614.153.904;KidneyBeans
27;65;18;2.010.993.761;2.322.323.766;559.503.163;7.336.386.477;KidneyBeans
30;63;16;2.360.506.572;2.190.539.577;5.525.904.526;1.005.978.728;KidneyBeans
37;70;25;1.973.136.909;2.489.487.354;5.819.403.771;8.406.354.115;KidneyBeans
27;63;19;2.093.409.877;211.893.007;5.562.201.934;1.331.914.419;KidneyBeans
22;60;24;1.878.226.261;2.024.768.314;5.630.664.753;1.042.570.723;KidneyBeans
3;72;24;3.651.268.371;5.792.887.167;603.160.778;1.226.539.694;PigeonPeas
40;59;23;3.689.163.721;6.273.178.224;5.269.084.669;1.637.266.551;PigeonPeas
33;73;23;2.923.540.524;5.938.967.583;5.985.792.703;1.033.301.803;PigeonPeas
27;57;24;2.733.534.897;4.335.795.962;609.186.275;1.423.303.677;PigeonPeas
10;79;18;210.643.684;5.546.985.938;5.624.731.338;1.846.226.709;PigeonPeas
30;75;25;3.033.276.599;4.235.249.879;6.446.091.759;149.299.952;PigeonPeas
40;70;20;3.180.130.272;4.503.186.173;5.623.490.043;1.470.361.442;PigeonPeas
38;55;19;3.318.184.225;3.823.184.742;5.864.623.352;1.988.298.806;PigeonPeas
35;58;20;2.938.538.562;6.347.742.011;5.761.702.519;9.005.422.663;PigeonPeas
38;61;21;3.027.374.995;6.738.680.755;4.696.518.678;1.277.767.134;PigeonPeas
33;58;24;3.545.790.488;6.875.810.535;5.269.504.214;1.086.333.046;PigeonPeas
16;56;17;3.380.020.039;4.003.262.418;7.445.444.883;1.766.165.894;PigeonPeas
31;72;17;2.869.180.475;4.947.225.353;5.833.031.708;9.636.222.901;PigeonPeas
16;80;20;3.124.021.696;5.667.369.054;7.339.320.929;1.220.146.733;PigeonPeas
27;72;17;2.898.039.357;5.723.265.151;6.347.929.353;1.207.435.664;PigeonPeas
40;62;19;2.732.198.928;3.413.737.127;4.697.750.704;9.651.524.028;PigeonPeas
18;58;16;2.147.607.807;3.880.023.714;4.962.661.422;180.382.234;PigeonPeas
3;68;16;1.831.910.448;3.469.776.639;4.964.887.857;1.074.721.605;PigeonPeas
26;67;24;3.697.794.384;3.773.992.903;5.642.813.116;1.614.812.963;PigeonPeas
16;70;20;2.480.467.592;401.242.747;56.093.956;1.215.639.121;PigeonPeas
24;63;19;193.479.443;5.596.805.489;4.681.576.043;1.945.921.148;PigeonPeas
9;76;25;2.888.302.142;5.012.323.801;570.951.224;1.792.155.874;PigeonPeas
16;55;19;1.954.314.136;4.719.188.279;6.413.543.781;1.924.372.194;PigeonPeas
28;75;21;247.741.949;5.054.621.094;6.007.508.163;1.142.821.387;PigeonPeas
16;71;24;1.833.124.824;3.840.975.482;4.946.369.874;1.396.483.317;PigeonPeas
24;70;21;1.914.729.038;453.733.757;5.517.208.078;1.327.748.215;PigeonPeas
38;72;21;2.823.416.057;494.421.345;5.902.103.172;1.865.008.581;PigeonPeas
9;66;21;3.011.812.084;3.413.307.843;5.719.889.876;1.570.858.232;PigeonPeas
34;56;17;334.126.864;3.542.910.045;4.548.202.098;1.396.702.541;PigeonPeas
1;76;19;2.418.553.163;4.668.746.847;6.669.529.416;1.773.377.996;PigeonPeas
6;69;19;2.688.630.675;4.169.617.915;4.750.929.218;9.446.748.008;PigeonPeas
26;73;21;3.133.170.829;5.797.429.171;4.946.263.888;1.617.820.226;PigeonPeas
27;61;18;3.330.711.818;6.707.780.816;5.266.227.032;1.085.090.168;PigeonPeas
27;71;23;2.345.379.018;4.648.714.759;710.959.773;1.508.712.202;PigeonPeas
36;61;21;3.453.823.889;3.904.468.913;5.617.008.201;1.685.948.318;PigeonPeas
17;73;18;1.950.112.224;3.451.086.611;5.632.353.113;1.973.752.649;PigeonPeas
26;72;22;2.876.794.904;3.757.792.132;4.674.941.549;9.172.084.869;PigeonPeas
17;64;16;3.097.758.716;3.224.914.235;7.161.797.643;180.716.828;PigeonPeas
14;74;19;1.839.759.147;3.682.639.309;6.624.966.131;9.312.330.644;PigeonPeas
39;60;15;3.509.357.419;3.098.685.456;5.004.074.624;1.169.106.908;PigeonPeas
6;66;15;3.493.174.223;3.040.046.769;6.345.806.011;1.592.649.827;PigeonPeas
8;59;18;2.950.523.036;3.572.032.498;6.216.814.453;1.878.961.851;PigeonPeas
2;67;18;3.451.934.775;4.752.980.027;5.921.666.758;1.290.064.612;PigeonPeas
1;76;17;2.843.430.726;5.210.010.827;6.012.719.118;1.470.414.824;PigeonPeas
16;73;19;1.841.645.629;3.480.541.039;4.684.079.249;1.632.747.473;PigeonPeas
23;75;25;3.107.508.973;4.719.847.683;7.077.170.002;9.131.256.412;PigeonPeas
32;70;20;2.089.342.749;4.624.856.523;6.208.843.215;1.955.697.875;PigeonPeas
28;59;22;3.090.607.799;5.279.913.039;705.181.629;1.709.919.828;PigeonPeas
5;62;23;279.348.279;6.645.457.122;4.722.222.454;1.453.728.801;PigeonPeas
36;67;25;3.595.176.642;3.652.780.776;6.418.062.652;1.360.456.753;PigeonPeas
1;66;23;1.954.317.155;5.692.831.399;4.803.564.468;1.731.686.574;PigeonPeas
24;73;20;1.963.736.208;3.231.528.909;4.608.695.247;1.764.134.092;PigeonPeas
17;67;18;312.192.752;5.646.868.874;5.611.510.977;1.292.028.653;PigeonPeas
5;55;18;3.350.876.355;4.570.976.142;7.322.097.972;1.266.738.117;PigeonPeas
5;56;24;2.480.710.166;4.501.110.015;5.023.115.055;1.884.928.637;PigeonPeas
37;77;17;3.620.970.524;3.194.550.613;5.617.122.801;1.910.658.531;PigeonPeas
13;73;20;3.050.420.876;3.548.885.969;5.391.560.418;1.625.927.723;PigeonPeas
6;63;23;2.601.630.259;4.994.704.718;5.906.596.905;1.603.337.447;PigeonPeas
16;77;22;3.148.469.278;356.395.615;6.574.209.678;100.546.816;PigeonPeas
25;64;20;3.315.122.581;3.245.974.539;4.807.776.749;1.050.380.275;PigeonPeas
34;75;24;2.350.222.822;5.129.019.509;4.760.038.039;1.923.023.991;PigeonPeas
20;77;23;3.487.248.659;3.883.786.012;5.180.271.502;1.482.502.786;PigeonPeas
35;80;25;2.809.269.012;4.493.322.042;4.895.927.306;1.971.144.011;PigeonPeas
14;75;24;2.454.757.829;573.414.485;6.436.160.044;1.183.606.557;PigeonPeas
36;80;21;3.364.769.646;4.841.490.082;7.066.087.261;1.004.673.278;PigeonPeas
7;77;18;205.591.255;6.054.880.693;6.655.918.078;1.910.895.109;PigeonPeas
29;78;25;1.995.991.719;5.933.157.782;5.982.854.523;195.787.103;PigeonPeas
30;60;21;2.887.667.593;624.901.206;5.457.871.273;1.822.688.175;PigeonPeas
20;74;16;3.604.353.699;4.361.444.121;4.759.490.199;1.598.938.645;PigeonPeas
19;57;23;236.734.328;472.879.691;7.342.409.555;1.411.250.722;PigeonPeas
3;60;19;2.574.679.443;407.192.594;4.820.788.186;1.007.791.633;PigeonPeas
5;77;19;3.108.564.994;6.668.832.981;6.242.052.013;1.759.303.271;PigeonPeas
5;68;20;1.872.987.676;6.133.186.249;5.001.038.726;1.398.710.041;PigeonPeas
37;73;21;2.950.304.807;6.346.513.414;5.560.224.583;1.895.208.915;PigeonPeas
9;59;24;2.043.517.772;3.937.252.634;4.747.352.458;1.372.279.662;PigeonPeas
20;72;15;3.600.415.838;5.601.334.416;7.313.517.308;1.348.596.466;PigeonPeas
31;56;23;3.146.846.241;3.539.454.002;5.661.826.398;1.745.723.999;PigeonPeas
0;70;21;3.630.049.702;5.603.021.253;4.672.437.054;1.016.073.988;PigeonPeas
21;74;15;2.949.096.726;6.710.604.388;6.471.862.118;1.532.504.506;PigeonPeas
13;67;18;305.753.044;3.475.591.197;5.384.762.927;1.775.764.304;PigeonPeas
27;74;20;2.469.487.673;5.996.669.215;5.859.813.416;9.195.792.434;PigeonPeas
29;72;24;2.317.409.556;3.667.847.052;6.962.386.495;1.625.931.264;PigeonPeas
5;68;20;1.904.380.471;3.310.695.144;612.166.671;1.553.705.624;PigeonPeas
39;57;19;2.932.379.604;4.593.248.374;6.421.748.487;1.654.113.371;PigeonPeas
22;62;16;346.455.408;5.432.342.534;4.828.936.119;1.809.009.998;PigeonPeas
18;55;23;219.989.826;5.631.006.755;698.571.967;1.368.274.312;PigeonPeas
39;77;21;2.299.774.444;6.024.218.572;4.603.563.116;159.689.339;PigeonPeas
13;75;20;3.055.992.394;3.529.006.485;6.979.540.061;1.788.998.611;PigeonPeas
27;71;24;3.146.417.866;4.817.631.461;7.064.973.419;165.405.354;PigeonPeas
26;64;22;2.595.058.595;4.058.227.261;516.516.459;1.091.821.183;PigeonPeas
23;55;16;2.101.142.393;6.969.141.302;5.111.488.821;1.852.039.114;PigeonPeas
4;69;19;1.925.100.056;4.770.351.758;5.374.358.869;149.063.196;PigeonPeas
20;67;19;1.924.462.755;5.054.495.302;5.671.419.084;1.806.465.282;PigeonPeas
7;74;17;2.247.253.208;6.256.532.471;5.667.419.697;9.674.706.956;PigeonPeas
17;64;18;3.675.087.487;5.825.799.145;607.938.452;1.246.028.153;PigeonPeas
35;71;17;2.989.286.629;6.635.375.127;6.931.924.963;1.981.403.003;PigeonPeas
11;72;22;2.937.735.586;4.482.294.584;6.842.744.374;17.240.168;PigeonPeas
20;60;22;2.965.052.947;4.289.833.235;6.876.572.503;1.869.226.052;PigeonPeas
10;71;18;1.954.284.889;6.634.777.265;6.151.029.296;1.731.106.982;PigeonPeas
33;61;24;2.004.611.791;4.893.905.624;4.567.446.499;1.224.564.203;PigeonPeas
3;49;18;2.791.095.209;6.470.930.606;3.692.863.601;3.267.891.866;MothBeans
22;59;23;2.732.220.619;5.127.868.781;4.371.745.575;365.037.914;MothBeans
36;58;25;2.866.024.187;593.189.118;8.399.135.958;3.692.629.678;MothBeans
4;43;18;2.902.955.344;6.109.387.478;8.840.656.256;7.298.016.599;MothBeans
29;54;16;2.778.031.515;5.465.030.015;8.153.022.903;3.205.025.323;MothBeans
32;43;22;3.199.928.579;541.077.461;5.270.749.441;716.266.696;MothBeans
14;55;15;2.733.580.911;5.527.755.933;8.050.304.395;7.344.775.287;MothBeans
5;35;20;2.892.952.635;5.357.014.709;9.679.240.873;6.635.634.104;MothBeans
25;57;24;2.765.472.156;5.859.986.279;6.974.978.386;3.694.255.012;MothBeans
11;53;24;2.852.396.666;5.577.264.351;739.389.918;6.132.935.611;MothBeans
40;49;17;3.102.215.872;4.589.239.456;668.727.523;5.356.783.314;MothBeans
38;56;25;2.574.095.321;4.538.497.051;788.118.645;6.743.488.235;MothBeans
27;43;23;3.170.447.482;5.685.420.099;5.875.333.778;4.494.317.432;MothBeans
24;38;22;2.447.876.451;5.851.663.927;8.202.706.015;3.496.933.295;MothBeans
23;45;21;3.146.511.256;5.179.939.437;8.985.348.193;7.444.330.654;MothBeans
29;57;20;2.560.973.447;507.330.069;587.707.519;5.339.249.517;MothBeans
31;35;23;3.030.260.453;4.718.283.631;7.707.595.055;6.804.039.813;MothBeans
0;55;25;2.817.489.437;436.672.299;4.524.171.562;4.578.172.762;MothBeans
7;45;22;2.550.634.557;448.302.551;9.926.212.291;7.432.635.105;MothBeans
17;58;25;3.112.896.766;4.358.788.762;6.455.592.696;3.276.742.894;MothBeans
11;44;17;2.634.043.268;5.559.160.391;8.016.210.782;351.051.197;MothBeans
22;49;22;2.823.494.706;615.620.517;371.105.919;7.266.666.443;MothBeans
9;51;19;2.704.453.473;4.932.609.633;549.091.063;4.825.207.759;MothBeans
28;48;15;2.516.125.354;5.525.435.777;9.254.089.438;4.089.732.789;MothBeans
26;50;19;273.179.125;5.166.921.088;6.005.242.945;3.255.919.573;MothBeans
36;56;20;254.123.765;4.966.474.269;7.437.078.236;3.187.416.982;MothBeans
8;60;18;3.121.629.982;4.601.868.196;3.808.429.173;531.205.277;MothBeans
24;37;21;30.573.999;5.822.686.794;5.818.219.385;6.274.803.826;MothBeans
22;43;24;2.542.517.036;532.208.266;452.363.558;4.619.374.559;MothBeans
36;43;24;2.709.400.578;4.365.305.437;3.510.404.312;4.153.749.535;MothBeans
22;44;24;2.430.935.081;5.632.938.343;6.030.447.288;5.899.536.268;MothBeans
17;43;22;3.006.142.622;4.590.067.655;5.498.340.808;410.550.915;MothBeans
8;45;15;2.809.568.993;609.835.384;461.136.408;3.384.110.759;MothBeans
7;56;23;2.633.908.791;4.000.933.429;5.545.219.232;5.550.429.227;MothBeans
36;57;16;2.861.409.059;5.714.218.792;8.292.875.734;5.702.891.698;MothBeans
11;45;19;2.870.012.137;44.359.648;3.828.031.463;4.411.622.138;MothBeans
6;36;22;2.421.610.338;5.979.236.306;8.869.532.817;4.224.783.476;MothBeans
17;57;20;2.850.677.929;4.520.094.476;3.793.575.185;661.761.456;MothBeans
4;47;20;2.597.948.991;6.495.585.424;4.193.189.124;7.219.245.835;MothBeans
9;49;16;3.088.482.722;4.136.561.835;7.661.537.348;55.053.805;MothBeans
25;51;24;255.042.419;6.166.852.372;9.392.694.614;6.507.981.523;MothBeans
36;44;21;2.512.528.913;5.133.189.406;4.516.154.055;3.848.678.973;MothBeans
21;38;20;2.710.508.014;6.356.791.363;5.794.289.715;6.220.279.647;MothBeans
37;57;20;311.006.247;4.482.069.159;7.354.286.985;7.079.934.452;MothBeans
32;48;18;2.645.707.778;5.640.226.277;5.993.513.566;6.416.167.699;MothBeans
29;44;20;3.004.132.304;6.356.222.995;8.620.107.545;3.183.192.392;MothBeans
25;51;18;2.777.799.528;5.482.130.787;945.949.344;5.028.438.729;MothBeans
10;44;24;3.099.256.944;4.302.151.392;80.344.125;5.827.600.682;MothBeans
23;35;18;264.908.332;4.736.534.833;5.414.492.777;3.699.362.831;MothBeans
9;60;23;3.196.987.867;5.717.377.029;6.276.004.336;6.425.520.357;MothBeans
3;58;21;2.536.140.526;4.682.652.785;9.160.691.747;5.560.523.179;MothBeans
22;42;22;2.554.249.137;5.696.640.758;7.887.658.711;4.846.797.044;MothBeans
12;39;21;2.899.319.096;6.285.948.245;8.183.844.843;704.713.043;MothBeans
39;36;22;2.934.317.422;6.050.320.928;9.072.011.412;3.403.335.472;MothBeans
32;41;16;2.863.618.921;6.139.451.307;7.702.287.236;6.854.877.876;MothBeans
30;41;15;2.483.206.631;4.417.085.032;588.509.677;520.810.886;MothBeans
19;36;22;2.544.689.075;5.855.363.573;616.496.284;5.704.826.619;MothBeans
4;46;15;3.101.274.943;6.240.392.519;3.504.752.314;6.377.192.383;MothBeans
21;39;20;2.706.179.658;523.003.173;7.388.007.483;6.074.583.498;MothBeans
35;57;25;270.956.288;4.226.206.161;8.340.398.059;711.271.039;MothBeans
22;55;24;2.856.800.579;5.730.636.014;866.077.954;6.453.027.638;MothBeans
35;51;17;2.879.929.247;4.984.213.387;3.558.822.825;4.085.534.718;MothBeans
17;56;17;2.794.293.692;4.541.393.636;59.565.851;6.966.289.997;MothBeans
28;57;17;3.047.757.686;6.158.245.338;9.416.003.106;6.186.633.917;MothBeans
22;36;16;3.058.139.475;5.077.148.138;818.422.855;6.458.559.639;MothBeans
11;41;19;2.685.911.286;4.181.420.849;5.131.779.302;4.413.827.124;MothBeans
38;38;18;2.631.051.759;6.118.749.126;6.294.130.313;3.573.403.813;MothBeans
23;37;24;2.877.833.449;442.252.605;7.991.902.443;3.395.825.723;MothBeans
25;35;20;2.890.245.417;4.335.365.671;8.923.095.695;7.190.018.566;MothBeans
40;45;20;2.937.687.468;5.769.622.912;6.878.498.176;3.834.303.462;MothBeans
23;58;19;2.417.093.241;5.825.204.566;5.243.634.849;5.918.953.429;MothBeans
2;56;23;2.665.333.029;5.979.023.382;7.550.090.941;3.691.852.635;MothBeans
3;56;17;2.819.912.143;5.350.567.601;8.709.291.688;5.213.580.529;MothBeans
26;51;25;2.876.488.954;5.262.741.529;7.792.508.068;5.521.606.732;MothBeans
39;42;20;293.499.706;6.125.353.851;8.055.908.858;4.082.840.673;MothBeans
27;59;20;2.800.937.423;5.260.950.014;4.397.698.806;3.601.203.025;MothBeans
24;45;19;2.685.851.927;488.246.387;5.952.384.957;347.426.459;MothBeans
7;40;17;312.123.945;4.092.604.945;8.532.078.733;5.378.769.958;MothBeans
15;45;23;2.420.422.636;6.143.378.674;7.224.193.642;460.203.959;MothBeans
26;52;23;2.998.835.437;4.960.384.796;4.931.890.506;5.292.929.636;MothBeans
20;45;16;2.993.964.907;5.461.813.464;4.626.212.446;4.543.669.946;MothBeans
34;54;24;312.119.298;4.155.934.359;5.026.003.659;6.880.141.783;MothBeans
19;51;25;2.680.474.415;4.823.991.436;35.253.661;4.387.801.983;MothBeans
29;41;21;3.149.398.069;6.284.916.863;886.979.671;6.456.807.592;MothBeans
20;50;22;3.099.694.676;4.642.693.735;9.406.887.533;3.831.597.852;MothBeans
11;40;23;2.961.253.065;6.304.749.127;580.428.611;501.978.269;MothBeans
15;54;15;2.997.604.322;5.703.184.356;835.495.812;4.486.052.932;MothBeans
35;55;22;3.088.883.074;5.262.696.801;8.634.929.739;5.551.932.414;MothBeans
9;59;25;3.039.321.309;6.016.299.493;7.699.200.949;3.537.493.212;MothBeans
40;45;18;3.043.683.729;5.520.522.037;5.261.285.926;3.092.014.047;MothBeans
35;38;19;2.532.688.786;6.318.180.319;9.112.771.682;3.271.129.281;MothBeans
14;58;17;3.053.684.308;5.996.664.731;4.605.700.542;3.348.919.022;MothBeans
40;55;18;3.038.257.873;405.926.071;7.115.994.051;4.795.406.479;MothBeans
18;36;23;2.401.825.377;5.376.623.369;7.214.078.621;3.503.404.425;MothBeans
35;52;15;2.869.841.277;6.114.754.363;993.509.073;6.567.591.794;MothBeans
4;59;22;2.933.743.412;4.900.323.081;8.914.074.888;4.244.054.315;MothBeans
22;51;16;2.796.583.691;6.134.900.107;8.639.586.199;7.010.472.076;MothBeans
33;47;17;2.486.803.974;4.827.531.965;8.621.514.073;639.187.654;MothBeans
2;51;17;2.587.682.261;4.596.341.933;5.838.508.699;3.853.254.678;MothBeans
16;51;21;3.101.963.639;499.767.522;3.532.008.668;3.281.296.548;MothBeans
19;55;20;2.743.329.405;8.780.507.732;718.530.147;5.473.367.631;MungBean
8;54;20;283.340.432;8.077.275.974;7.034.214.276;387.976.407;MungBean
36;55;20;2.701.470.397;8.434.262.707;6.635.968.698;55.296.354;MungBean
10;56;16;2.817.432.665;8.104.554.836;6.828.187.499;3.635.720.652;MungBean
22;56;17;2.987.888.063;8.732.761.241;689.077.995;4.475.215.854;MungBean
9;57;24;2.989.232.778;8.971.503.316;7.165.121.109;4.299.498.978;MungBean
34;59;23;2.856.212.158;8.324.855.855;6.935.804.256;5.648.265.193;MungBean
31;51;25;2.753.592.929;855.701.901;7.196.774.236;5.301.899.249;MungBean
0;49;18;2.968.361.658;8.793.598.094;6.990.095.452;4.182.490.236;MungBean
21;39;20;2.814.448.546;821.193.047;7.064.782.138;4.675.690.086;MungBean
28;35;22;2.953.037.621;8.673.346.018;7.156.563.094;5.987.232.071;MungBean
17;52;17;2.788.352.946;8.645.147.631;6.364.967.184;4.464.407.105;MungBean
24;42;23;2.822.471.276;8.235.916.228;6.428.054.409;4.401.206.619;MungBean
28;46;16;29.008.124;8.496.089.355;6.664.187.809;4.591.011.391;MungBean
21;38;21;2.975.538.903;8.645.193.297;6.637.677.489;3.754.602.719;MungBean
34;60;25;2.978.416.743;8.516.906.976;679.385.576;4.077.872.823;MungBean
19;53;22;278.640.132;804.513.142;6.852.884.643;4.283.053.902;MungBean
31;58;15;2.711.026.483;8.496.771.717;7.121.571.293;5.152.617.423;MungBean
19;35;24;2.711.030.369;8.364.274.107;6.883.308.033;4.911.964.582;MungBean
24;53;17;2.895.451.232;8.907.866.095;6.421.271.178;5.765.901.369;MungBean
13;47;20;2.921.780.035;8.793.724.219;654.450.214;431.386.631;MungBean
31;53;16;287.420.098;8.581.675.947;6.452.006.451;4.854.598.575;MungBean
28;45;23;2.965.021.184;8.029.868.321;6.489.259.136;5.676.278.363;MungBean
31;37;21;2.723.924.995;86.404.241;6.713.410.626;3.731.236.904;MungBean
33;60;15;2.895.172.351;8.167.085.323;6.510.840.928;5.651.103.293;MungBean
34;45;21;2.818.837.136;8.260.629.652;6.287.380.117;3.701.110.438;MungBean
13;57;25;2.830.041.493;8.620.681.554;686.308.576;5.047.333.854;MungBean
33;57;17;2.789.636.126;8.871.782.287;678.415.271;5.779.863.368;MungBean
32;57;22;286.899.851;8.750.436.797;6.769.415.888;4.456.598.352;MungBean
23;59;25;278.262.623;8.873.100.226;6.320.768.488;5.668.833.819;MungBean
35;41;18;2.870.562.673;8.159.200.689;6.705.008.504;5.987.065.439;MungBean
6;48;24;286.362.812;8.461.431.076;6.790.736.339;4.848.319.335;MungBean
29;36;25;2.828.511.547;884.393.979;7.130.278.657;4.856.690.235;MungBean
4;36;22;2.760.887.393;8.613.316.408;7.012.740.397;4.380.041.104;MungBean
10;59;22;2.860.901.145;8.699.495.766;7.155.685.016;3.694.616.965;MungBean
14;48;21;2.924.598.976;8.480.084.105;6.991.242.362;5.343.228.915;MungBean
8;50;21;2.862.911.222;891.148.059;6.218.923.893;5.049.913.241;MungBean
20;40;15;2.957.329.479;8.807.505.524;7.199.495.368;4.504.467.075;MungBean
36;43;22;2.782.684.262;8.716.679.147;6.389.882.166;5.837.249.772;MungBean
14;57;15;298.757.015;8.314.796.296;6.623.438.282;4.012.044.158;MungBean
11;60;23;2.733.684.386;8.850.229.102;7.033.012.777;5.109.802.625;MungBean
10;59;15;2.983.040.388;8.930.428.305;632.400.451;5.886.687.093;MungBean
7;60;25;282.753.171;8.276.020.821;6.397.636.709;5.604.995.423;MungBean
2;47;15;2.986.860.065;8.599.127.934;6.401.455.706;5.841.394.143;MungBean
20;45;22;295.888.162;899.939.693;6.904.587.016;5.496.121.262;MungBean
2;39;15;2.807.219.563;829.116.472;6.478.557.136;4.961.865.305;MungBean
